,UnderlyingSymbol,UnderlyingPrice,Exchange,OptionRoot,OptionExt,Type,Expiration,DataDate,Strike,Last,Bid,Ask,Volume,OpenInterest,T1OpenInterest
60564,NEE,166.81,*,NEE200117C00175000,,call,2020-01-17,2018-06-28,175.0,5.95,8.5,9.9,0,141,141
60566,NEE,166.81,*,NEE200117C00180000,,call,2020-01-17,2018-06-28,180.0,7.9,6.9,7.9,102,108,195
60568,NEE,166.81,*,NEE200117C00185000,,call,2020-01-17,2018-06-28,185.0,3.84,4.5,6.1,0,15,15
60570,NEE,166.81,*,NEE200117C00190000,,call,2020-01-17,2018-06-28,190.0,3.1,3.3,4.7,0,12,12
60572,NEE,166.81,*,NEE200117C00195000,,call,2020-01-17,2018-06-28,195.0,3.6,2.25,3.4,0,5,5
60574,NEE,166.81,*,NEE200117C00200000,,call,2020-01-17,2018-06-28,200.0,0.95,1.45,2.5,0,48,48
60576,NEE,166.81,*,NEE200117C00210000,,call,2020-01-17,2018-06-28,210.0,1.2,0.5,1.35,1,36,37
60580,RF,17.99,*,RF180720C00012000,,call,2018-07-20,2018-06-28,12.0,7.09,5.95,6.05,0,6,6
60586,RF,17.99,*,RF180720C00015000,,call,2018-07-20,2018-06-28,15.0,3.85,3.0,3.1,0,90,90
60588,RF,17.99,*,RF180720C00016000,,call,2018-07-20,2018-06-28,16.0,2.27,2.05,2.15,0,41,41
60590,RF,17.99,*,RF180720C00017000,,call,2018-07-20,2018-06-28,17.0,1.28,1.25,1.3,3,92,92
60592,RF,17.99,*,RF180720C00018000,,call,2018-07-20,2018-06-28,18.0,0.74,0.64,0.67,619,21023,21380
60594,RF,17.99,*,RF180720C00019000,,call,2018-07-20,2018-06-28,19.0,0.3,0.28,0.3,239,11757,11924
60596,RF,17.99,*,RF180720C00020000,,call,2018-07-20,2018-06-28,20.0,0.14,0.13,0.15,58,12012,12040
60598,RF,17.99,*,RF180720C00021000,,call,2018-07-20,2018-06-28,21.0,0.07,0.06,0.08,7,465,465
60600,RF,17.99,*,RF180720C00022000,,call,2018-07-20,2018-06-28,22.0,0.05,0.0,0.06,0,956,956
60602,RF,17.99,*,RF180720C00023000,,call,2018-07-20,2018-06-28,23.0,0.03,0.0,0.07,0,163,163
60604,RF,17.99,*,RF180720C00024000,,call,2018-07-20,2018-06-28,24.0,0.06,0.0,0.06,0,20,20
60610,RF,17.99,*,RF180720C00027000,,call,2018-07-20,2018-06-28,27.0,0.02,0.0,0.04,0,1,1
60614,RF,17.99,*,RF180817C00010000,,call,2018-08-17,2018-06-28,10.0,8.2,7.95,8.15,0,3,3
60622,RF,17.99,*,RF180817C00014000,,call,2018-08-17,2018-06-28,14.0,4.3,4.0,4.35,0,0,0
60624,RF,17.99,*,RF180817C00015000,,call,2018-08-17,2018-06-28,15.0,3.34,3.05,3.4,0,79,79
60626,RF,17.99,*,RF180817C00016000,,call,2018-08-17,2018-06-28,16.0,3.08,2.17,2.32,0,146,146
60628,RF,17.99,*,RF180817C00017000,,call,2018-08-17,2018-06-28,17.0,1.42,1.43,1.45,3,311,312
60630,RF,17.99,*,RF180817C00018000,,call,2018-08-17,2018-06-28,18.0,0.87,0.81,0.83,319,2745,2895
60632,RF,17.99,*,RF180817C00019000,,call,2018-08-17,2018-06-28,19.0,0.38,0.41,0.43,92,4567,4585
60634,RF,17.99,*,RF180817C00020000,,call,2018-08-17,2018-06-28,20.0,0.22,0.2,0.21,67,9783,9806
60636,RF,17.99,*,RF180817C00021000,,call,2018-08-17,2018-06-28,21.0,0.11,0.1,0.12,10,2080,2090
60638,RF,17.99,*,RF180817C00022000,,call,2018-08-17,2018-06-28,22.0,0.05,0.05,0.07,0,857,857
60640,RF,17.99,*,RF180817C00023000,,call,2018-08-17,2018-06-28,23.0,0.03,0.02,0.05,0,234,234
60642,RF,17.99,*,RF180817C00024000,,call,2018-08-17,2018-06-28,24.0,0.02,0.0,0.04,0,180,180
60644,RF,17.99,*,RF180817C00025000,,call,2018-08-17,2018-06-28,25.0,0.06,0.0,0.04,0,109,109
60648,RF,17.99,*,RF180817C00027000,,call,2018-08-17,2018-06-28,27.0,0.02,0.0,0.07,0,35,35
60658,RF,17.99,*,RF181116C00015000,,call,2018-11-16,2018-06-28,15.0,3.6,3.3,3.5,0,6,6
60660,RF,17.99,*,RF181116C00016000,,call,2018-11-16,2018-06-28,16.0,3.15,2.5,2.65,0,2,2
60662,RF,17.99,*,RF181116C00017000,,call,2018-11-16,2018-06-28,17.0,2.57,1.82,1.89,0,89,89
60664,RF,17.99,*,RF181116C00018000,,call,2018-11-16,2018-06-28,18.0,1.24,1.24,1.29,0,414,414
60666,RF,17.99,*,RF181116C00019000,,call,2018-11-16,2018-06-28,19.0,0.85,0.8,0.86,2,739,741
60668,RF,17.99,*,RF181116C00020000,,call,2018-11-16,2018-06-28,20.0,0.46,0.49,0.54,47,328,358
60670,RF,17.99,*,RF181116C00021000,,call,2018-11-16,2018-06-28,21.0,0.45,0.28,0.34,0,453,453
60672,RF,17.99,*,RF181116C00022000,,call,2018-11-16,2018-06-28,22.0,0.2,0.16,0.21,40,337,357
60674,RF,17.99,*,RF181116C00023000,,call,2018-11-16,2018-06-28,23.0,0.15,0.08,0.13,0,331,331
60676,RF,17.99,*,RF181116C00024000,,call,2018-11-16,2018-06-28,24.0,0.08,0.03,0.08,0,160,160
60678,RF,17.99,*,RF181116C00025000,,call,2018-11-16,2018-06-28,25.0,0.08,0.0,0.06,0,26,26
60682,RF,17.99,*,RF181116C00027000,,call,2018-11-16,2018-06-28,27.0,0.05,0.0,0.04,0,20,20
60684,RF,17.99,*,RF190118C00003000,,call,2019-01-18,2018-06-28,3.0,11.0,13.45,16.65,0,1,1
60690,RF,17.99,*,RF190118C00008000,,call,2019-01-18,2018-06-28,8.0,10.0,9.2,10.45,0,134,134
60692,RF,17.99,*,RF190118C00010000,,call,2019-01-18,2018-06-28,10.0,8.41,6.5,8.35,0,546,546
60696,RF,17.99,*,RF190118C00012000,,call,2019-01-18,2018-06-28,12.0,6.36,4.5,6.75,0,1355,1355
60702,RF,17.99,*,RF190118C00015000,,call,2019-01-18,2018-06-28,15.0,3.66,3.15,3.6,0,2546,2546
60704,RF,17.99,*,RF190118C00016000,,call,2019-01-18,2018-06-28,16.0,3.2,2.3,2.83,0,46,46
60706,RF,17.99,*,RF190118C00017000,,call,2019-01-18,2018-06-28,17.0,2.04,1.85,2.09,2,1946,1946
60708,RF,17.99,*,RF190118C00018000,,call,2019-01-18,2018-06-28,18.0,1.43,1.22,1.55,1,46,46
60710,RF,17.99,*,RF190118C00019000,,call,2019-01-18,2018-06-28,19.0,1.04,0.76,1.05,10,184,192
60712,RF,17.99,*,RF190118C00020000,,call,2019-01-18,2018-06-28,20.0,0.71,0.64,0.75,35,3057,3062
60714,RF,17.99,*,RF190118C00021000,,call,2019-01-18,2018-06-28,21.0,0.45,0.37,0.46,4,112,116
60716,RF,17.99,*,RF190118C00022000,,call,2019-01-18,2018-06-28,22.0,0.31,0.17,0.32,0,848,848
60718,RF,17.99,*,RF190118C00023000,,call,2019-01-18,2018-06-28,23.0,0.36,0.13,0.19,0,5,5
60720,RF,17.99,*,RF190118C00024000,,call,2019-01-18,2018-06-28,24.0,0.33,0.07,0.13,0,34,34
60722,RF,17.99,*,RF190118C00025000,,call,2019-01-18,2018-06-28,25.0,0.13,0.05,0.1,0,2051,2051
60726,RF,17.99,*,RF190118C00027000,,call,2019-01-18,2018-06-28,27.0,0.05,0.0,0.06,0,135,135
60732,RF,17.99,*,RF190215C00013000,,call,2019-02-15,2018-06-28,13.0,5.25,5.0,5.65,0,10,10
60734,RF,17.99,*,RF190215C00014000,,call,2019-02-15,2018-06-28,14.0,4.85,4.15,4.65,0,30,30
60736,RF,17.99,*,RF190215C00015000,,call,2019-02-15,2018-06-28,15.0,3.48,3.4,3.8,4,0,4
60740,RF,17.99,*,RF190215C00017000,,call,2019-02-15,2018-06-28,17.0,2.19,2.04,2.32,0,33,33
60742,RF,17.99,*,RF190215C00018000,,call,2019-02-15,2018-06-28,18.0,1.47,1.5,1.64,5,10,15
60760,RF,17.99,*,RF190215C00027000,,call,2019-02-15,2018-06-28,27.0,0.05,0.0,0.07,0,10,10
60762,RF,17.99,*,RF200117C00002000,,call,2020-01-17,2018-06-28,2.0,14.7,13.7,18.25,0,0,0
60766,RF,17.99,*,RF200117C00004000,,call,2020-01-17,2018-06-28,4.0,14.9,13.35,14.9,0,1,1
60768,RF,17.99,*,RF200117C00005000,,call,2020-01-17,2018-06-28,5.0,15.0,12.25,14.0,0,1,1
60770,RF,17.99,*,RF200117C00008000,,call,2020-01-17,2018-06-28,8.0,11.05,9.8,10.65,0,22,22
60772,RF,17.99,*,RF200117C00010000,,call,2020-01-17,2018-06-28,10.0,8.95,8.05,8.65,0,237,237
60774,RF,17.99,*,RF200117C00012000,,call,2020-01-17,2018-06-28,12.0,6.75,6.5,6.95,0,468,468
60776,RF,17.99,*,RF200117C00015000,,call,2020-01-17,2018-06-28,15.0,4.45,4.3,4.6,0,1202,1202
60778,RF,17.99,*,RF200117C00017000,,call,2020-01-17,2018-06-28,17.0,3.2,3.1,3.35,0,877,877
60780,RF,17.99,*,RF200117C00020000,,call,2020-01-17,2018-06-28,20.0,1.81,1.71,2.04,5,1288,1288
60782,RF,17.99,*,RF200117C00022000,,call,2020-01-17,2018-06-28,22.0,1.22,1.12,1.35,0,372,372
60784,RF,17.99,*,RF200117C00025000,,call,2020-01-17,2018-06-28,25.0,0.6,0.58,0.75,17,198,215
60786,RF,17.99,*,RF200117C00030000,,call,2020-01-17,2018-06-28,30.0,0.29,0.13,0.31,0,4,4
60808,TXN,109.1,*,TXN180629C00099500,,call,2018-06-29,2018-06-28,99.5,8.7,9.5,9.75,1,18,19
60812,TXN,109.1,*,TXN180629C00101000,,call,2018-06-29,2018-06-28,101.0,13.3,7.95,8.3,0,4,4
60816,TXN,109.1,*,TXN180629C00103000,,call,2018-06-29,2018-06-28,103.0,5.25,6.0,6.2,5,0,5
60818,TXN,109.1,*,TXN180629C00104000,,call,2018-06-29,2018-06-28,104.0,8.92,3.35,5.5,0,27,27
60820,TXN,109.1,*,TXN180629C00105000,,call,2018-06-29,2018-06-28,105.0,3.15,4.05,4.25,5,1,1
60822,TXN,109.1,*,TXN180629C00106000,,call,2018-06-29,2018-06-28,106.0,2.75,3.05,3.25,42,15,41
60824,TXN,109.1,*,TXN180629C00107000,,call,2018-06-29,2018-06-28,107.0,2.51,2.17,2.35,67,34,87
60826,TXN,109.1,*,TXN180629C00108000,,call,2018-06-29,2018-06-28,108.0,1.3,1.33,1.4,133,58,118
60828,TXN,109.1,*,TXN180629C00109000,,call,2018-06-29,2018-06-28,109.0,0.73,0.64,0.7,105,313,312
60830,TXN,109.1,*,TXN180629C00110000,,call,2018-06-29,2018-06-28,110.0,0.3,0.23,0.27,3,167,166
60832,TXN,109.1,*,TXN180629C00111000,,call,2018-06-29,2018-06-28,111.0,0.09,0.05,0.12,584,207,670
60834,TXN,109.1,*,TXN180629C00112000,,call,2018-06-29,2018-06-28,112.0,0.03,0.0,0.07,223,199,376
60836,TXN,109.1,*,TXN180629C00113000,,call,2018-06-29,2018-06-28,113.0,0.02,0.01,0.03,302,215,359
60838,TXN,109.1,*,TXN180629C00114000,,call,2018-06-29,2018-06-28,114.0,0.01,0.0,0.03,0,171,171
60840,TXN,109.1,*,TXN180629C00115000,,call,2018-06-29,2018-06-28,115.0,0.04,0.0,0.03,6,151,145
60842,TXN,109.1,*,TXN180629C00116000,,call,2018-06-29,2018-06-28,116.0,0.01,0.0,0.1,0,199,199
60844,TXN,109.1,*,TXN180629C00117000,,call,2018-06-29,2018-06-28,117.0,0.01,0.01,0.02,2,332,332
60846,TXN,109.1,*,TXN180629C00118000,,call,2018-06-29,2018-06-28,118.0,0.02,0.0,0.13,0,31,31
60848,TXN,109.1,*,TXN180629C00119000,,call,2018-06-29,2018-06-28,119.0,0.03,0.0,0.02,0,45,45
60850,TXN,109.1,*,TXN180629C00120000,,call,2018-06-29,2018-06-28,120.0,0.26,0.0,0.03,22,43,55
60852,TXN,109.1,*,TXN180629C00121000,,call,2018-06-29,2018-06-28,121.0,0.23,0.0,0.12,0,33,33
60856,TXN,109.1,*,TXN180629C00123000,,call,2018-06-29,2018-06-28,123.0,0.09,0.0,0.12,0,1,1
60898,TXN,109.1,*,TXN180706C00100000,,call,2018-07-06,2018-06-28,100.0,12.75,7.45,10.0,0,1,1
60904,TXN,109.1,*,TXN180706C00103000,,call,2018-07-06,2018-06-28,103.0,5.55,5.45,6.85,1,10,11
60908,TXN,109.1,*,TXN180706C00105000,,call,2018-07-06,2018-06-28,105.0,7.94,3.9,4.9,0,0,0
60910,TXN,109.1,*,TXN180706C00106000,,call,2018-07-06,2018-06-28,106.0,2.75,3.6,3.75,25,0,25
60912,TXN,109.1,*,TXN180706C00107000,,call,2018-07-06,2018-06-28,107.0,2.08,2.82,2.89,66,9,71
60914,TXN,109.1,*,TXN180706C00108000,,call,2018-07-06,2018-06-28,108.0,1.71,2.11,2.17,41,52,89
60916,TXN,109.1,*,TXN180706C00109000,,call,2018-07-06,2018-06-28,109.0,1.46,1.49,1.54,31,106,124
60918,TXN,109.1,*,TXN180706C00110000,,call,2018-07-06,2018-06-28,110.0,0.98,0.99,1.03,89,116,166
60920,TXN,109.1,*,TXN180706C00111000,,call,2018-07-06,2018-06-28,111.0,0.57,0.61,0.65,1,45,46
60922,TXN,109.1,*,TXN180706C00112000,,call,2018-07-06,2018-06-28,112.0,1.03,0.35,0.38,0,380,380
60924,TXN,109.1,*,TXN180706C00113000,,call,2018-07-06,2018-06-28,113.0,1.03,0.19,0.24,0,198,198
60926,TXN,109.1,*,TXN180706C00114000,,call,2018-07-06,2018-06-28,114.0,0.57,0.09,0.14,0,347,347
60928,TXN,109.1,*,TXN180706C00115000,,call,2018-07-06,2018-06-28,115.0,0.06,0.0,0.1,23,194,204
60930,TXN,109.1,*,TXN180706C00116000,,call,2018-07-06,2018-06-28,116.0,0.15,0.02,0.11,0,69,69
60932,TXN,109.1,*,TXN180706C00117000,,call,2018-07-06,2018-06-28,117.0,0.02,0.0,0.12,1,285,285
60934,TXN,109.1,*,TXN180706C00118000,,call,2018-07-06,2018-06-28,118.0,0.07,0.0,0.04,0,83,83
60936,TXN,109.1,*,TXN180706C00119000,,call,2018-07-06,2018-06-28,119.0,0.36,0.0,0.09,0,12,12
60938,TXN,109.1,*,TXN180706C00120000,,call,2018-07-06,2018-06-28,120.0,0.05,0.0,0.12,1,25,24
60940,TXN,109.1,*,TXN180706C00121000,,call,2018-07-06,2018-06-28,121.0,0.3,0.0,0.12,0,27,27
60942,TXN,109.1,*,TXN180706C00122000,,call,2018-07-06,2018-06-28,122.0,0.2,0.0,0.13,0,7,7
60944,TXN,109.1,*,TXN180706C00123000,,call,2018-07-06,2018-06-28,123.0,0.1,0.0,0.12,0,34,34
60946,TXN,109.1,*,TXN180706C00124000,,call,2018-07-06,2018-06-28,124.0,0.61,0.0,0.17,0,10,10
60948,TXN,109.1,*,TXN180706C00125000,,call,2018-07-06,2018-06-28,125.0,0.36,0.0,0.14,0,9,9
60950,TXN,109.1,*,TXN180706C00126000,,call,2018-07-06,2018-06-28,126.0,0.34,0.0,0.14,0,1,1
60992,TXN,109.1,*,TXN180713C00104000,,call,2018-07-13,2018-06-28,104.0,4.85,5.75,5.9,24,0,24
60994,TXN,109.1,*,TXN180713C00105000,,call,2018-07-13,2018-06-28,105.0,4.7,4.95,5.05,37,5,33
60996,TXN,109.1,*,TXN180713C00106000,,call,2018-07-13,2018-06-28,106.0,10.82,3.95,4.4,0,2,2
60998,TXN,109.1,*,TXN180713C00107000,,call,2018-07-13,2018-06-28,107.0,4.15,3.4,3.6,0,6,6
61000,TXN,109.1,*,TXN180713C00108000,,call,2018-07-13,2018-06-28,108.0,2.47,2.77,2.84,17,23,40
61002,TXN,109.1,*,TXN180713C00109000,,call,2018-07-13,2018-06-28,109.0,3.3,2.17,2.23,0,36,36
61004,TXN,109.1,*,TXN180713C00110000,,call,2018-07-13,2018-06-28,110.0,1.5,1.64,1.73,6,63,66
61006,TXN,109.1,*,TXN180713C00111000,,call,2018-07-13,2018-06-28,111.0,1.38,1.22,1.28,4,107,111
61008,TXN,109.1,*,TXN180713C00112000,,call,2018-07-13,2018-06-28,112.0,0.88,0.88,0.94,1,22,21
61010,TXN,109.1,*,TXN180713C00113000,,call,2018-07-13,2018-06-28,113.0,0.8,0.62,0.67,0,21,21
61012,TXN,109.1,*,TXN180713C00114000,,call,2018-07-13,2018-06-28,114.0,0.42,0.43,0.47,12,50,40
61014,TXN,109.1,*,TXN180713C00115000,,call,2018-07-13,2018-06-28,115.0,0.26,0.29,0.34,14,113,109
61016,TXN,109.1,*,TXN180713C00116000,,call,2018-07-13,2018-06-28,116.0,0.57,0.18,0.25,0,555,555
61018,TXN,109.1,*,TXN180713C00117000,,call,2018-07-13,2018-06-28,117.0,0.36,0.12,0.17,0,20,20
61020,TXN,109.1,*,TXN180713C00118000,,call,2018-07-13,2018-06-28,118.0,0.21,0.08,0.12,0,288,288
61022,TXN,109.1,*,TXN180713C00119000,,call,2018-07-13,2018-06-28,119.0,0.91,0.03,0.09,0,8,8
61024,TXN,109.1,*,TXN180713C00120000,,call,2018-07-13,2018-06-28,120.0,0.05,0.02,0.08,2,76,75
61026,TXN,109.1,*,TXN180713C00121000,,call,2018-07-13,2018-06-28,121.0,0.2,0.0,0.09,0,641,641
61028,TXN,109.1,*,TXN180713C00122000,,call,2018-07-13,2018-06-28,122.0,0.39,0.0,0.06,0,1,1
61032,TXN,109.1,*,TXN180713C00124000,,call,2018-07-13,2018-06-28,124.0,0.5,0.0,0.06,0,4,4
61036,TXN,109.1,*,TXN180713C00126000,,call,2018-07-13,2018-06-28,126.0,0.14,0.0,0.05,0,0,0
61048,TXN,109.1,*,TXN180713C00135000,,call,2018-07-13,2018-06-28,135.0,0.02,0.0,0.03,0,1,1
61050,TXN,109.1,*,TXN180720C00060000,,call,2018-07-20,2018-06-28,60.0,55.0,46.8,51.35,0,1,1
61052,TXN,109.1,*,TXN180720C00065000,,call,2018-07-20,2018-06-28,65.0,38.9,41.75,46.3,0,1,1
61054,TXN,109.1,*,TXN180720C00070000,,call,2018-07-20,2018-06-28,70.0,37.38,38.6,39.35,0,0,0
61056,TXN,109.1,*,TXN180720C00075000,,call,2018-07-20,2018-06-28,75.0,39.0,33.6,35.05,0,10,10
61058,TXN,109.1,*,TXN180720C00080000,,call,2018-07-20,2018-06-28,80.0,35.5,28.7,29.4,0,28,28
61060,TXN,109.1,*,TXN180720C00085000,,call,2018-07-20,2018-06-28,85.0,27.6,24.0,24.75,0,2,2
61062,TXN,109.1,*,TXN180720C00087500,,call,2018-07-20,2018-06-28,87.5,15.15,21.4,21.9,0,47,47
61064,TXN,109.1,*,TXN180720C00090000,,call,2018-07-20,2018-06-28,90.0,19.3,18.8,19.45,0,149,149
61066,TXN,109.1,*,TXN180720C00092500,,call,2018-07-20,2018-06-28,92.5,17.55,16.35,17.5,0,85,85
61068,TXN,109.1,*,TXN180720C00095000,,call,2018-07-20,2018-06-28,95.0,14.9,13.95,14.75,0,223,223
61070,TXN,109.1,*,TXN180720C00097500,,call,2018-07-20,2018-06-28,97.5,17.35,11.55,12.25,0,228,228
61072,TXN,109.1,*,TXN180720C00100000,,call,2018-07-20,2018-06-28,100.0,9.84,9.65,9.75,29,965,941
61074,TXN,109.1,*,TXN180720C00101000,,call,2018-07-20,2018-06-28,101.0,7.9,8.7,8.85,5,72,77
61076,TXN,109.1,*,TXN180720C00102000,,call,2018-07-20,2018-06-28,102.0,6.85,7.85,8.0,36,46,82
61078,TXN,109.1,*,TXN180720C00103000,,call,2018-07-20,2018-06-28,103.0,6.05,6.95,7.1,66,10,59
61080,TXN,109.1,*,TXN180720C00104000,,call,2018-07-20,2018-06-28,104.0,6.73,6.0,6.4,0,1,1
61082,TXN,109.1,*,TXN180720C00105000,,call,2018-07-20,2018-06-28,105.0,5.44,5.35,5.5,60,1282,1311
61084,TXN,109.1,*,TXN180720C00106000,,call,2018-07-20,2018-06-28,106.0,3.85,4.6,4.75,17,7,21
61086,TXN,109.1,*,TXN180720C00107000,,call,2018-07-20,2018-06-28,107.0,3.35,3.9,4.05,203,55,155
61088,TXN,109.1,*,TXN180720C00108000,,call,2018-07-20,2018-06-28,108.0,3.45,3.3,3.4,238,38,232
61090,TXN,109.1,*,TXN180720C00109000,,call,2018-07-20,2018-06-28,109.0,2.67,2.7,2.76,374,39,267
61092,TXN,109.1,*,TXN180720C00110000,,call,2018-07-20,2018-06-28,110.0,2.38,2.17,2.24,188,4206,4189
61094,TXN,109.1,*,TXN180720C00111000,,call,2018-07-20,2018-06-28,111.0,1.38,1.73,1.78,19,164,170
61096,TXN,109.1,*,TXN180720C00112000,,call,2018-07-20,2018-06-28,112.0,1.21,1.35,1.4,38,438,461
61098,TXN,109.1,*,TXN180720C00113000,,call,2018-07-20,2018-06-28,113.0,1.02,1.04,1.08,3,305,305
61100,TXN,109.1,*,TXN180720C00114000,,call,2018-07-20,2018-06-28,114.0,0.78,0.78,0.83,92,358,358
61102,TXN,109.1,*,TXN180720C00115000,,call,2018-07-20,2018-06-28,115.0,0.61,0.58,0.64,106,4739,4710
61104,TXN,109.1,*,TXN180720C00116000,,call,2018-07-20,2018-06-28,116.0,0.44,0.42,0.48,12,216,228
61106,TXN,109.1,*,TXN180720C00117000,,call,2018-07-20,2018-06-28,117.0,0.68,0.3,0.36,0,211,211
61108,TXN,109.1,*,TXN180720C00118000,,call,2018-07-20,2018-06-28,118.0,0.24,0.22,0.25,34,422,398
61110,TXN,109.1,*,TXN180720C00119000,,call,2018-07-20,2018-06-28,119.0,0.16,0.16,0.18,3,46,43
61112,TXN,109.1,*,TXN180720C00120000,,call,2018-07-20,2018-06-28,120.0,0.13,0.1,0.14,135,18797,18694
61114,TXN,109.1,*,TXN180720C00121000,,call,2018-07-20,2018-06-28,121.0,0.07,0.06,0.13,10,76,67
61116,TXN,109.1,*,TXN180720C00122000,,call,2018-07-20,2018-06-28,122.0,0.1,0.05,0.08,0,14,14
61118,TXN,109.1,*,TXN180720C00123000,,call,2018-07-20,2018-06-28,123.0,0.24,0.03,0.1,0,1,1
61120,TXN,109.1,*,TXN180720C00124000,,call,2018-07-20,2018-06-28,124.0,0.02,0.0,0.09,4,9,10
61122,TXN,109.1,*,TXN180720C00125000,,call,2018-07-20,2018-06-28,125.0,0.04,0.0,0.08,5,2009,2006
61124,TXN,109.1,*,TXN180720C00126000,,call,2018-07-20,2018-06-28,126.0,0.05,0.0,0.07,0,1,1
61126,TXN,109.1,*,TXN180720C00127000,,call,2018-07-20,2018-06-28,127.0,0.2,0.0,0.05,0,1,1
61130,TXN,109.1,*,TXN180720C00129000,,call,2018-07-20,2018-06-28,129.0,0.08,0.0,0.06,0,3,3
61132,TXN,109.1,*,TXN180720C00130000,,call,2018-07-20,2018-06-28,130.0,0.03,0.0,0.06,0,721,721
61134,TXN,109.1,*,TXN180720C00135000,,call,2018-07-20,2018-06-28,135.0,0.04,0.0,0.05,0,264,264
61136,TXN,109.1,*,TXN180720C00140000,,call,2018-07-20,2018-06-28,140.0,0.03,0.0,0.05,0,5970,5970
61138,TXN,109.1,*,TXN180720C00145000,,call,2018-07-20,2018-06-28,145.0,0.03,0.0,0.04,0,381,381
61144,TXN,109.1,*,TXN180727C00095000,,call,2018-07-27,2018-06-28,95.0,15.3,13.05,15.7,0,3,3
61166,TXN,109.1,*,TXN180727C00106000,,call,2018-07-27,2018-06-28,106.0,9.6,4.35,6.4,0,10,10
61168,TXN,109.1,*,TXN180727C00107000,,call,2018-07-27,2018-06-28,107.0,9.74,4.25,5.45,0,2,2
61170,TXN,109.1,*,TXN180727C00108000,,call,2018-07-27,2018-06-28,108.0,3.56,3.3,4.9,4,11,15
61172,TXN,109.1,*,TXN180727C00109000,,call,2018-07-27,2018-06-28,109.0,4.1,3.3,4.2,7,9,10
61174,TXN,109.1,*,TXN180727C00110000,,call,2018-07-27,2018-06-28,110.0,3.2,2.28,4.1,17,19,36
61176,TXN,109.1,*,TXN180727C00111000,,call,2018-07-27,2018-06-28,111.0,2.78,1.65,4.0,22,5,22
61178,TXN,109.1,*,TXN180727C00112000,,call,2018-07-27,2018-06-28,112.0,2.39,1.32,2.98,17,4,18
61180,TXN,109.1,*,TXN180727C00113000,,call,2018-07-27,2018-06-28,113.0,2.06,1.27,2.47,5,38,38
61182,TXN,109.1,*,TXN180727C00114000,,call,2018-07-27,2018-06-28,114.0,1.66,1.15,2.16,8,6,14
61184,TXN,109.1,*,TXN180727C00115000,,call,2018-07-27,2018-06-28,115.0,1.15,0.87,1.82,5,33,33
61186,TXN,109.1,*,TXN180727C00116000,,call,2018-07-27,2018-06-28,116.0,1.27,0.71,1.81,8,19,26
61188,TXN,109.1,*,TXN180727C00117000,,call,2018-07-27,2018-06-28,117.0,1.4,0.09,1.1,0,37,37
61190,TXN,109.1,*,TXN180727C00118000,,call,2018-07-27,2018-06-28,118.0,0.78,0.5,1.12,14,3,17
61194,TXN,109.1,*,TXN180727C00120000,,call,2018-07-27,2018-06-28,120.0,0.5,0.26,0.65,17,39,46
61198,TXN,109.1,*,TXN180727C00122000,,call,2018-07-27,2018-06-28,122.0,0.71,0.11,0.66,0,22,22
61200,TXN,109.1,*,TXN180727C00123000,,call,2018-07-27,2018-06-28,123.0,0.51,0.1,0.83,0,25,25
61202,TXN,109.1,*,TXN180727C00124000,,call,2018-07-27,2018-06-28,124.0,0.47,0.04,0.33,0,10,10
61204,TXN,109.1,*,TXN180727C00125000,,call,2018-07-27,2018-06-28,125.0,0.4,0.08,0.24,0,11,11
61210,TXN,109.1,*,TXN180727C00128000,,call,2018-07-27,2018-06-28,128.0,0.24,0.0,0.17,0,17,17
61214,TXN,109.1,*,TXN180727C00130000,,call,2018-07-27,2018-06-28,130.0,0.21,0.0,0.15,0,201,201
61216,TXN,109.1,*,TXN180727C00131000,,call,2018-07-27,2018-06-28,131.0,0.12,0.0,0.17,0,2,2
61218,TXN,109.1,*,TXN180727C00135000,,call,2018-07-27,2018-06-28,135.0,0.21,0.0,0.23,0,246,246
61236,TXN,109.1,*,TXN180803C00101000,,call,2018-08-03,2018-06-28,101.0,9.66,8.75,10.2,0,1,1
61238,TXN,109.1,*,TXN180803C00102000,,call,2018-08-03,2018-06-28,102.0,9.34,8.0,9.4,0,1,1
61248,TXN,109.1,*,TXN180803C00107000,,call,2018-08-03,2018-06-28,107.0,4.75,4.55,5.6,4,1,5
61256,TXN,109.1,*,TXN180803C00111000,,call,2018-08-03,2018-06-28,111.0,4.59,2.12,3.95,0,1,1
61262,TXN,109.1,*,TXN180803C00114000,,call,2018-08-03,2018-06-28,114.0,2.73,1.04,2.38,0,1,1
61268,TXN,109.1,*,TXN180803C00117000,,call,2018-08-03,2018-06-28,117.0,0.94,0.48,1.27,1,0,1
61270,TXN,109.1,*,TXN180803C00118000,,call,2018-08-03,2018-06-28,118.0,0.75,0.09,2.29,0,3,3
61284,TXN,109.1,*,TXN180803C00125000,,call,2018-08-03,2018-06-28,125.0,0.4,0.06,0.38,0,1,1
61290,TXN,109.1,*,TXN180803C00128000,,call,2018-08-03,2018-06-28,128.0,0.28,0.0,0.63,0,1,1
61294,TXN,109.1,*,TXN180803C00130000,,call,2018-08-03,2018-06-28,130.0,0.16,0.0,1.5,0,0,0
61374,TXN,109.1,*,TXN180817C00090000,,call,2018-08-17,2018-06-28,90.0,20.95,18.25,21.1,0,2,2
61376,TXN,109.1,*,TXN180817C00095000,,call,2018-08-17,2018-06-28,95.0,17.35,14.5,16.5,0,17,17
